Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2023-10-08,1018,Toys,East,14,114.46,1602.4399999999998
2022-01-26,1091,Sports,South,15,145.57,2183.5499999999997
2024-10-28,1082,Home,North,17,357.16,6071.72
2024-08-26,1016,Clothing,East,3,481.68,1445.04
2023-06-17,1081,Clothing,North,13,472.97,6148.610000000001
2022-05-29,1081,Toys,West,11,264.63,2910.93
2024-11-14,1086,Sports,West,3,444.41,1333.23
2023-10-17,1039,Sports,South,6,24.43,146.57999999999998
2024-08-02,1049,Clothing,North,6,431.96,2591.7599999999998
2023-07-09,1072,Electronics,North,6,243.31,1459.8600000000001
2023-03-01,1028,Clothing,East,6,392.95,2357.7
2022-10-20,1050,Home,West,6,12.74,76.44
2023-07-08,1041,Sports,North,14,435.59,6098.259999999999
2023-03-07,1028,Toys,North,11,301.54,3316.94
2023-08-27,1065,Sports,North,16,127.71,2043.36
2022-11-13,1016,Clothing,West,19,180.27,3425.13
2023-02-02,1030,Home,West,7,108.33,758.31
2023-08-19,1091,Electronics,West,6,217.96,1307.76
2023-06-30,1051,Sports,South,11,171.7,1888.6999999999998
2022-03-17,1038,Clothing,West,4,271.91,1087.64
2024-05-14,1059,Clothing,West,1,409.24,409.24
2024-07-04,1093,Clothing,West,9,491.31,4421.79
2023-12-10,1098,Home,East,13,133.21,1731.73
2023-05-01,1050,Clothing,East,8,62.19,497.52
2024-01-17,1083,Clothing,North,2,203.88,407.76
2024-10-27,1015,Clothing,East,16,80.34,1285.44
2023-07-04,1097,Sports,South,19,418.78,7956.82
2024-09-02,1013,Clothing,South,8,255.55,2044.4
2024-12-11,1089,Home,North,12,313.78,3765.3599999999997
2024-07-30,1083,Sports,North,11,83.8,921.8
2024-07-07,1041,Clothing,South,9,377.31,3395.79
2022-12-29,1050,Electronics,South,10,487.06,4870.6
2023-01-17,1023,Home,South,1,246.37,246.37
2022-09-28,1081,Electronics,North,19,481.6,9150.4
2024-11-03,1042,Home,South,17,27.01,459.17
2022-10-25,1072,Electronics,North,4,27.5,110.0
2024-09-30,1018,Clothing,South,12,480.41,5764.92
2022-08-22,1083,Electronics,South,8,353.13,2825.04
2023-07-29,1060,Electronics,East,16,102.46,1639.36
2022-01-27,1093,Home,South,1,188.3,188.3
2022-04-03,1062,Clothing,North,9,258.8,2329.2000000000003
2023-09-09,1025,Home,South,11,354.29,3897.19
2022-11-05,1094,Clothing,West,12,422.59,5071.08
2022-02-21,1034,Toys,East,9,50.5,454.5
2022-11-15,1066,Sports,South,6,331.72,1990.3200000000002
2022-06-30,1055,Sports,South,9,243.59,2192.31
2024-05-24,1039,Home,West,6,302.83,1816.98
2024-12-02,1028,Clothing,West,6,259.18,1555.08
2023-10-09,1005,Electronics,West,3,230.84,692.52
2022-07-16,1051,Sports,West,3,110.7,332.1
2023-10-07,1000,Home,West,16,241.44,3863.04
2024-08-28,1051,Home,West,2,102.93,205.86
2022-09-12,1023,Home,South,4,31.86,127.44
2024-01-02,1033,Clothing,North,9,193.17,1738.53
2022-12-02,1006,Home,South,7,22.23,155.61
2024-09-16,1074,Toys,South,3,285.65,856.9499999999999
2024-06-18,1010,Electronics,South,13,45.47,591.11
2023-05-29,1035,Home,East,14,224.4,3141.6
2022-08-30,1019,Clothing,North,9,490.27,4412.43
2022-05-29,1062,Electronics,North,1,14.84,14.84
2024-01-27,1079,Electronics,East,12,189.76,2277.12
2023-09-12,1062,Sports,North,1,339.9,339.9
2023-03-29,1068,Home,East,9,87.87,790.83
2022-07-31,1087,Home,South,7,284.76,1993.32
2023-10-30,1029,Clothing,North,3,136.51,409.53
2023-08-17,1029,Toys,South,4,119.16,476.64
2022-05-11,1096,Toys,West,7,448.54,3139.78
2023-09-04,1083,Sports,South,15,109.61,1644.15
2022-09-13,1021,Toys,North,1,194.51,194.51
2023-07-15,1060,Clothing,South,6,93.1,558.5999999999999
2022-03-04,1020,Sports,South,5,149.1,745.5
2023-02-11,1036,Home,East,11,153.62,1689.8200000000002
2024-03-12,1026,Toys,North,17,170.12,2892.04
2022-01-15,1034,Clothing,South,3,324.12,972.36
2022-09-16,1037,Clothing,East,12,373.87,4486.4400000000005
2023-12-24,1059,Home,North,10,260.23,2602.3
2023-09-06,1069,Clothing,West,7,309.13,2163.91
2024-12-04,1031,Sports,South,15,408.5,6127.5
2024-03-23,1079,Sports,South,18,499.78,8996.039999999999
2022-11-27,1091,Electronics,South,19,233.69,4440.11
2022-06-14,1079,Home,South,1,468.85,468.85
2024-12-24,1026,Clothing,South,13,250.28,3253.64
2023-01-22,1002,Toys,West,4,393.18,1572.72
2024-11-19,1048,Sports,West,18,290.88,5235.84
2022-11-24,1084,Home,North,12,443.18,5318.16
2022-11-16,1029,Home,North,4,229.86,919.44
2023-02-03,1021,Sports,East,4,350.95,1403.8
2022-04-15,1018,Electronics,East,5,238.49,1192.45
2023-11-27,1030,Home,East,19,429.94,8168.86
2024-10-13,1019,Clothing,West,9,497.24,4475.16
2022-11-26,1018,Toys,North,7,129.22,904.54
2023-10-22,1001,Toys,North,7,242.43,1697.01
2024-12-06,1039,Sports,West,12,49.82,597.84
2023-08-22,1038,Home,North,10,79.09,790.9000000000001
2024-03-31,1090,Toys,South,13,465.28,6048.639999999999
2023-10-03,1071,Home,North,6,276.37,1658.22
2022-11-10,1053,Sports,North,9,203.61,1832.4900000000002
2023-04-07,1026,Electronics,South,19,339.03,6441.57
2023-05-01,1078,Toys,East,16,284.48,4551.68
2023-02-14,1011,Clothing,East,11,151.47,1666.17
2022-01-27,1077,Sports,East,4,121.04,484.16
2024-11-18,1070,Electronics,West,1,299.22,299.22
2022-09-28,1016,Clothing,South,12,102.25,1227.0
2023-11-17,1089,Clothing,South,4,78.19,312.76
2023-05-16,1083,Toys,West,5,166.01,830.05
2023-01-20,1009,Home,South,6,432.06,2592.36
2022-03-01,1018,Sports,North,14,28.04,392.56
2022-08-08,1081,Clothing,East,1,418.3,418.3
2024-02-10,1029,Toys,South,8,314.28,2514.24
2023-07-18,1029,Electronics,South,15,29.78,446.70000000000005
2023-06-30,1024,Clothing,East,12,305.0,3660.0
2022-04-06,1087,Electronics,West,19,218.75,4156.25
2024-09-15,1073,Sports,East,7,422.15,2955.0499999999997
2024-04-07,1065,Toys,West,9,454.53,4090.7699999999995
2022-08-19,1095,Electronics,West,11,150.38,1654.1799999999998
2024-08-25,1034,Home,North,8,394.24,3153.92
2022-10-02,1050,Electronics,East,4,161.8,647.2
2022-09-03,1070,Electronics,South,10,154.86,1548.6000000000001
2022-04-21,1070,Toys,West,10,104.39,1043.9
2022-08-22,1026,Toys,North,8,342.46,2739.68
2023-02-21,1009,Clothing,East,14,138.23,1935.2199999999998
2023-11-09,1096,Electronics,West,4,237.78,951.12
2024-03-13,1042,Electronics,North,3,407.94,1223.82
2023-09-11,1054,Toys,South,3,398.04,1194.1200000000001
2023-12-08,1070,Home,West,4,429.17,1716.68
2024-04-30,1005,Toys,West,12,88.92,1067.04
2023-04-20,1005,Home,South,18,297.58,5356.44
2023-10-17,1076,Toys,South,19,458.27,8707.13
2023-01-30,1047,Sports,South,11,30.6,336.6
2022-04-21,1076,Electronics,West,18,399.32,7187.76
2022-03-31,1001,Home,North,14,130.66,1829.24
2024-02-02,1082,Sports,North,11,338.13,3719.43
2022-05-12,1050,Home,South,14,361.53,5061.42
2024-11-02,1060,Clothing,North,3,463.54,1390.6200000000001
2023-04-02,1018,Clothing,South,2,259.31,518.62
2022-04-08,1001,Electronics,South,9,425.63,3830.67
2022-10-20,1050,Sports,East,8,32.21,257.68
2024-10-21,1025,Sports,North,5,216.07,1080.35
2023-07-26,1069,Clothing,West,9,225.36,2028.2400000000002
2022-09-07,1019,Electronics,East,5,273.76,1368.8
2023-10-14,1022,Clothing,South,13,245.86,3196.1800000000003
2022-05-29,1053,Sports,East,11,484.3,5327.3
2022-02-13,1014,Home,South,11,48.48,533.28
2024-12-03,1005,Sports,South,12,139.86,1678.3200000000002
2022-06-11,1091,Electronics,South,19,484.63,9207.97
2022-09-10,1034,Sports,North,13,228.2,2966.6
2022-05-12,1074,Toys,South,9,289.87,2608.83
2023-04-19,1007,Sports,South,4,49.7,198.8
2023-12-07,1056,Toys,North,7,149.18,1044.26
2024-11-24,1049,Clothing,North,5,29.43,147.15
2022-10-02,1048,Toys,South,7,77.38,541.66
2022-07-06,1087,Sports,North,8,320.32,2562.56
2024-08-06,1020,Sports,West,14,384.18,5378.52
2022-08-31,1035,Sports,West,10,436.34,4363.4
2022-09-21,1070,Electronics,South,6,133.22,799.3199999999999
2023-06-06,1068,Clothing,East,5,173.1,865.5
2024-08-20,1057,Toys,North,15,289.01,4335.15
2024-02-22,1062,Home,East,16,51.01,816.16
2023-06-19,1092,Toys,West,2,405.29,810.58
2022-07-29,1015,Sports,South,15,246.81,3702.15
2022-02-15,1005,Home,West,8,483.1,3864.8
2022-01-26,1077,Home,North,13,67.48,877.24
2022-06-24,1051,Toys,North,17,75.31,1280.27
2022-11-18,1001,Toys,South,15,180.8,2712.0
2022-02-24,1088,Toys,North,14,111.31,1558.3400000000001
2023-10-30,1094,Toys,North,19,351.33,6675.2699999999995
2022-05-27,1076,Clothing,North,13,473.94,6161.22
2023-08-22,1017,Electronics,East,7,54.05,378.34999999999997
2022-01-20,1080,Electronics,South,8,128.7,1029.6
2022-11-29,1091,Toys,South,7,126.57,885.99
2024-06-25,1075,Electronics,South,19,259.45,4929.55
2024-08-01,1034,Toys,North,15,231.49,3472.3500000000004
2024-06-29,1085,Toys,North,7,366.16,2563.1200000000003
2023-02-05,1038,Toys,North,17,368.99,6272.83
2024-08-07,1000,Clothing,South,18,290.65,5231.7
2022-01-28,1036,Sports,East,19,299.6,5692.400000000001
2023-04-12,1020,Electronics,West,3,422.74,1268.22
2024-09-08,1000,Electronics,South,7,204.5,1431.5
2022-04-11,1003,Clothing,South,10,16.05,160.5
2023-07-05,1095,Clothing,East,7,114.38,800.66
2024-03-12,1057,Toys,West,11,27.33,300.63
2022-12-19,1000,Toys,West,3,202.81,608.4300000000001
2022-10-23,1012,Sports,North,9,185.34,1668.06
2022-12-19,1045,Electronics,West,4,58.33,233.32
2024-06-26,1046,Clothing,North,8,379.96,3039.68
2024-10-15,1080,Sports,South,12,281.0,3372.0
2023-03-31,1075,Electronics,East,8,120.59,964.72
2023-12-13,1006,Sports,South,15,381.97,5729.55
2024-09-06,1050,Sports,West,14,337.29,4722.06
2024-01-09,1002,Toys,South,5,103.88,519.4
2024-09-03,1049,Sports,East,17,491.62,8357.54
2022-08-21,1025,Toys,East,11,96.94,1066.34
2024-10-20,1030,Electronics,North,15,388.13,5821.95
2022-04-12,1099,Electronics,South,13,484.46,6297.98
2024-08-10,1061,Toys,East,4,365.5,1462.0
2023-04-26,1025,Home,East,13,336.23,4370.99
2022-04-18,1066,Sports,East,13,452.63,5884.19
2024-08-30,1054,Electronics,East,11,141.87,1560.5700000000002
2023-12-05,1027,Sports,West,5,145.81,729.05
2022-12-01,1043,Home,South,14,324.17,4538.38
2022-03-27,1080,Sports,South,3,442.25,1326.75
2024-01-04,1037,Home,South,18,312.51,5625.18
2024-05-24,1029,Clothing,West,3,488.75,1466.25
2022-12-30,1065,Home,West,6,119.22,715.3199999999999
2022-03-01,1007,Electronics,East,8,414.68,3317.44
2023-07-14,1013,Toys,West,17,464.36,7894.12
2022-04-27,1098,Toys,North,1,219.23,219.23
2024-05-23,1061,Sports,West,7,481.37,3369.59
2024-07-03,1074,Clothing,East,18,109.05,1962.8999999999999
2024-08-25,1062,Sports,South,4,476.89,1907.56
2024-09-25,1078,Home,West,10,452.38,4523.8
2022-02-13,1065,Toys,South,5,42.41,212.04999999999998
2023-05-24,1095,Home,South,8,265.45,2123.6
2024-04-28,1039,Toys,North,13,269.13,3498.69
2024-07-05,1012,Toys,North,17,37.92,644.64
2024-06-16,1016,Toys,West,4,29.37,117.48
2024-03-09,1014,Electronics,South,10,12.5,125.0
2024-05-25,1032,Home,East,8,267.01,2136.08
2022-10-13,1015,Sports,South,10,237.27,2372.7000000000003
2023-11-15,1012,Clothing,South,13,470.83,6120.79
2024-03-29,1085,Sports,North,12,177.73,2132.7599999999998
2022-05-01,1022,Home,North,13,332.53,4322.889999999999
2024-08-02,1035,Clothing,North,10,13.71,137.10000000000002
2024-10-14,1042,Sports,North,1,335.13,335.13
2024-06-25,1049,Clothing,West,9,457.6,4118.400000000001
2022-01-13,1073,Home,West,3,183.84,551.52
2023-08-26,1080,Toys,South,17,163.89,2786.1299999999997
2022-07-19,1093,Home,West,10,316.75,3167.5
2023-08-09,1012,Electronics,East,19,170.99,3248.8100000000004
2023-03-24,1029,Clothing,South,6,207.19,1243.1399999999999
2024-04-20,1056,Home,South,7,143.83,1006.8100000000001
2024-12-30,1029,Toys,East,11,179.0,1969.0
2023-08-13,1070,Toys,South,16,342.91,5486.56
2024-06-07,1009,Home,East,4,461.96,1847.84
2022-02-12,1098,Sports,North,4,295.73,1182.92
2023-06-04,1065,Home,North,18,14.92,268.56
2024-11-02,1093,Toys,North,18,139.31,2507.58
2023-12-26,1082,Home,East,7,476.6,3336.2000000000003
2023-09-15,1038,Electronics,West,11,456.06,5016.66
2024-09-14,1036,Sports,West,5,66.67,333.35
2024-03-13,1002,Home,South,18,455.12,8192.16
2023-06-19,1088,Toys,North,7,482.62,3378.34
2022-10-29,1033,Home,North,2,169.04,338.08
2023-06-11,1085,Home,South,5,353.49,1767.45
2023-04-05,1037,Clothing,North,5,284.39,1421.9499999999998
2024-04-11,1013,Home,North,19,175.15,3327.85
2023-05-20,1063,Electronics,East,2,85.13,170.26
2024-07-20,1038,Toys,South,19,189.79,3606.0099999999998
2022-11-21,1053,Clothing,East,5,464.62,2323.1
2023-08-02,1001,Home,North,12,407.51,4890.12
2024-01-31,1095,Sports,North,13,172.03,2236.39
2024-04-30,1042,Electronics,South,7,278.36,1948.52
2024-08-17,1052,Electronics,North,2,208.92,417.84
2023-05-17,1002,Electronics,West,14,238.46,3338.44
2022-11-30,1040,Clothing,East,5,382.99,1914.95
2022-10-11,1007,Home,East,12,276.07,3312.84
2023-04-20,1089,Electronics,West,4,98.71,394.84
2024-12-13,1095,Home,South,17,141.83,2411.11
2023-09-24,1074,Sports,South,16,288.22,4611.52
2023-12-04,1062,Home,North,10,349.48,3494.8
2023-02-13,1064,Home,South,3,258.98,776.94
2024-09-08,1078,Home,West,1,313.9,313.9
2023-07-13,1003,Toys,South,6,396.79,2380.7400000000002
2022-08-10,1067,Clothing,North,3,277.24,831.72
2022-06-07,1091,Home,West,19,488.82,9287.58
2022-12-14,1009,Electronics,North,7,125.43,878.01
2024-06-07,1074,Toys,East,9,460.65,4145.849999999999
2024-07-10,1049,Home,East,12,131.35,1576.1999999999998
2023-10-24,1022,Toys,South,14,270.51,3787.14
2023-02-09,1060,Clothing,West,1,233.39,233.39
2023-11-08,1046,Toys,West,13,192.71,2505.23
2023-08-12,1002,Electronics,West,2,481.74,963.48
2023-07-12,1016,Home,North,3,143.43,430.29
2024-06-23,1021,Electronics,West,11,340.69,3747.59
2024-12-06,1090,Sports,South,5,403.99,2019.95
2023-04-24,1015,Toys,East,2,106.53,213.06
2023-05-02,1079,Toys,South,14,486.84,6815.759999999999
2023-07-20,1002,Toys,East,13,277.85,3612.05
2023-06-08,1051,Clothing,East,14,458.1,6413.400000000001
2023-12-05,1032,Electronics,South,3,335.3,1005.9000000000001
2024-10-26,1041,Sports,East,8,328.22,2625.76
2024-03-31,1001,Clothing,East,13,179.34,2331.42
2024-05-07,1038,Clothing,North,12,387.59,4651.08
2023-08-08,1045,Home,South,18,24.6,442.8
2023-11-17,1047,Sports,South,18,282.35,5082.3
2022-08-20,1026,Toys,South,17,25.75,437.75
2022-09-27,1014,Toys,East,7,160.37,1122.5900000000001
2024-07-28,1006,Home,West,13,57.18,743.34
2024-05-23,1056,Toys,West,13,456.68,5936.84
2022-02-21,1041,Electronics,East,6,317.85,1907.1000000000001
2022-04-26,1008,Toys,West,19,337.57,6413.83
2023-06-22,1005,Electronics,West,19,427.05,8113.95
2023-06-25,1056,Home,East,16,369.19,5907.04
2024-11-08,1075,Home,South,3,70.86,212.57999999999998
2024-03-25,1029,Electronics,North,14,312.59,4376.259999999999
2024-03-01,1054,Toys,South,6,489.3,2935.8
2023-09-10,1083,Home,South,17,114.92,1953.64
2023-02-23,1083,Home,South,16,313.66,5018.56
2022-11-05,1053,Electronics,North,2,286.17,572.34
2024-05-13,1026,Home,South,9,201.91,1817.19
2022-07-05,1083,Toys,West,13,477.77,6211.01
2022-09-18,1058,Home,North,14,184.64,2584.96
2022-06-09,1006,Electronics,West,12,55.9,670.8
2024-05-19,1039,Toys,North,11,481.65,5298.15
2024-02-01,1093,Sports,West,19,367.32,6979.08
2022-08-12,1071,Electronics,South,10,177.8,1778.0
2022-06-29,1001,Sports,South,18,147.45,2654.1
2022-01-20,1013,Home,South,3,464.73,1394.19
2023-09-24,1009,Toys,West,16,144.04,2304.64
2022-02-27,1049,Home,West,18,273.21,4917.78
2023-12-24,1017,Toys,East,14,115.33,1614.62
2023-09-07,1017,Clothing,West,17,497.66,8460.220000000001
2023-07-16,1015,Home,North,5,387.06,1935.3
2023-01-09,1051,Home,South,17,288.14,4898.38
2023-09-14,1068,Home,North,14,375.45,5256.3
2022-03-29,1051,Electronics,East,3,459.02,1377.06
2024-11-09,1030,Toys,East,15,481.93,7228.95
2024-10-10,1083,Toys,West,12,395.15,4741.799999999999
2022-01-14,1022,Toys,South,17,426.04,7242.68
2022-05-13,1095,Electronics,North,17,204.92,3483.64
2024-11-23,1041,Toys,East,19,201.99,3837.8100000000004
2024-06-10,1080,Home,East,7,406.07,2842.49
2023-08-15,1061,Sports,North,5,382.22,1911.1000000000001
2023-08-06,1076,Clothing,East,2,451.48,902.96
2022-10-16,1049,Toys,North,16,75.17,1202.72
2024-10-09,1076,Electronics,South,13,348.5,4530.5
2024-05-28,1080,Electronics,West,11,327.35,3600.8500000000004
2022-01-07,1014,Toys,North,7,401.27,2808.89
2022-08-28,1089,Sports,South,3,22.03,66.09
2023-06-20,1043,Toys,North,6,414.86,2489.16
2022-03-11,1091,Electronics,East,5,169.95,849.75
2022-08-04,1041,Clothing,South,1,346.69,346.69
2024-12-13,1044,Sports,North,1,312.11,312.11
2024-03-16,1093,Toys,South,18,225.7,4062.6
2022-11-26,1034,Clothing,North,3,375.55,1126.65
2024-04-27,1021,Toys,North,19,481.0,9139.0
2022-02-14,1073,Sports,South,10,168.5,1685.0
2024-04-08,1074,Electronics,South,11,376.73,4144.030000000001
2022-07-17,1037,Sports,South,8,164.12,1312.96
2024-06-14,1096,Home,East,11,424.37,4668.07
2022-11-28,1069,Toys,West,5,224.26,1121.3
2023-11-27,1063,Clothing,North,4,230.14,920.56
2022-01-27,1006,Clothing,North,13,388.22,5046.860000000001
2022-11-14,1043,Sports,South,6,253.12,1518.72
2022-12-31,1075,Sports,North,2,140.66,281.32
2024-08-17,1006,Sports,West,6,497.81,2986.86
2023-01-08,1065,Clothing,West,10,313.91,3139.1000000000004
2022-09-02,1059,Electronics,North,4,326.12,1304.48
2023-04-23,1000,Clothing,North,16,326.83,5229.28
2022-05-05,1061,Electronics,South,10,442.85,4428.5
2023-06-21,1086,Sports,West,1,100.1,100.1
2023-12-07,1088,Home,North,13,38.98,506.73999999999995
2023-06-15,1017,Clothing,West,14,199.48,2792.72
2024-02-25,1006,Sports,North,12,286.8,3441.6000000000004
2022-09-11,1053,Clothing,East,13,150.0,1950.0
2022-05-01,1066,Sports,West,1,347.71,347.71
2024-11-21,1092,Clothing,East,14,46.22,647.0799999999999
2023-10-23,1009,Toys,South,8,397.45,3179.6
2024-11-26,1060,Clothing,West,14,361.86,5066.04
2024-11-02,1058,Toys,North,1,114.83,114.83
2022-03-29,1058,Electronics,North,17,156.24,2656.08
2022-02-15,1068,Clothing,East,16,405.43,6486.88
2024-07-21,1062,Electronics,West,12,388.94,4667.28
2024-01-15,1097,Home,West,5,408.75,2043.75
2024-08-24,1007,Toys,West,18,167.9,3022.2000000000003
2024-02-02,1077,Clothing,South,4,485.09,1940.36
2024-02-01,1054,Electronics,West,11,360.52,3965.72
2024-03-04,1005,Sports,South,8,41.95,335.6
2024-01-14,1000,Electronics,North,9,244.09,2196.81
2024-12-05,1055,Clothing,East,10,335.63,3356.3
2023-07-12,1096,Home,East,7,92.64,648.48
2023-06-10,1074,Toys,West,19,451.87,8585.53
2023-08-20,1087,Sports,East,1,379.51,379.51
2024-04-19,1009,Electronics,West,5,49.9,249.5
2022-01-03,1022,Clothing,North,6,457.47,2744.82
2024-11-17,1015,Clothing,North,12,208.14,2497.68
2022-06-06,1015,Toys,North,12,231.71,2780.52
2024-05-04,1055,Sports,East,14,393.72,5512.08
2023-05-26,1094,Electronics,West,7,325.56,2278.92
2023-11-18,1005,Electronics,South,14,224.39,3141.46
2023-07-25,1029,Electronics,North,16,137.22,2195.52
2023-12-16,1062,Toys,North,9,263.28,2369.5199999999995
2022-08-27,1000,Toys,South,2,293.8,587.6
2022-10-30,1050,Sports,South,17,319.16,5425.72
2023-08-30,1088,Electronics,East,4,306.48,1225.92
2024-09-17,1045,Electronics,North,14,312.48,4374.72
2022-11-30,1020,Sports,East,14,243.11,3403.54
2022-04-23,1098,Sports,North,15,285.33,4279.95
2022-12-28,1037,Sports,East,12,151.43,1817.16
2024-03-11,1068,Clothing,East,13,87.6,1138.8
2022-04-07,1062,Sports,South,10,307.4,3074.0
2022-01-16,1049,Home,West,16,33.03,528.48
2023-07-10,1011,Toys,West,15,41.95,629.25
2023-01-11,1068,Sports,West,8,131.18,1049.44
2024-01-12,1072,Clothing,North,4,105.22,420.88
2023-01-25,1043,Home,South,1,193.32,193.32
2023-09-12,1051,Clothing,South,14,191.93,2687.02
2024-04-03,1008,Clothing,South,9,67.26,605.34
2022-11-16,1098,Clothing,North,19,130.79,2485.0099999999998
2022-07-15,1064,Clothing,East,6,12.24,73.44
2023-02-22,1009,Electronics,East,16,181.97,2911.52
2023-08-30,1045,Toys,West,11,400.25,4402.75
2023-07-22,1099,Electronics,West,11,140.42,1544.62
2023-06-28,1057,Home,North,14,325.24,4553.360000000001
2022-08-19,1036,Electronics,North,11,58.15,639.65
2024-06-02,1051,Home,West,14,16.02,224.28
2023-06-05,1098,Sports,East,1,254.21,254.21
2023-12-04,1080,Home,East,11,236.13,2597.43
2024-04-25,1012,Electronics,South,18,103.84,1869.1200000000001
2023-11-04,1005,Electronics,West,17,150.43,2557.31
2022-01-21,1057,Home,West,4,25.03,100.12
2023-08-11,1047,Electronics,East,14,400.92,5612.88
2024-06-16,1031,Home,South,8,157.63,1261.04
2023-01-06,1010,Clothing,West,15,117.53,1762.95
2022-03-19,1080,Toys,East,16,404.28,6468.48
2023-10-10,1004,Home,East,1,29.24,29.24
2022-05-20,1005,Clothing,East,1,149.42,149.42
2023-07-07,1073,Clothing,South,10,138.75,1387.5
